index,name,score,dtm,text,app_name,text_length
14295,Johnson Chang,1 顆星,2023年3月31日,會閃退 閃退後再登入，又說我不當登出 別的銀行APP不會閃退，只有元大會 所以給1顆星，實至名歸 2019年閃退，2023年還是閃退，4年過去了，只有元大銀行不求進步，所以持續維持1星評價,元大銀行 Yuanta Commercial Bank,94
13846,Murphy LIN,1 顆星,2021年10月27日,又爛了，系統到底可以多不穩，要不要參考其他銀行的？從來沒被卡過。繼續罐頭文回覆處理啊，我了解兆豐都喜歡客戶親臨櫃檯辦理業務。,兆豐銀行,62
2892,Cheery Lin,1 顆星,2022年6月28日,我要繳費，打不開一直說連線異常 死都打不開，前兩天才開，更新完就死了，是在更新什麼？,國泰世華網路銀行CUBE,42
7594,嚴證鑫,5 顆星,2022年4月7日,網路開戶金融卡，信用卡，弱勢家庭的小額貸款,中國信託行動銀行 Home Bank,21
21142,一淑二君,3 顆星,2022年3月23日,"我的手機是oppoA57,android系統只能到6.0.1~><，你們改系統不能兼容嗎？這樣我不就得換手機？",玉山行動銀行,55
17482,藍芊亞,1 顆星,2022年1月18日,一直顯示網路異常 登不進去 試了兩天 都一樣,永豐行動銀行,22
28023,Chen Andy,1 顆星,2023年8月10日,"電子對帳單無法用pdf檔下載,另外輸入轉帳備註的框框太小,沒仔細看找不到,請改善好嗎?",LINE Bank,43
8080,Nicole Chang,1 顆星,2022年3月15日,"開發人員是無法接受負評嗎？直接删除我的評論，改版後的APP使用介面超級難用，一點都不人性化，功能超級難找，還要叫使用者用放大鏡搜尋才能找到，如此腦殘的設計還敢把評論删除，只設計讓人容易看到廣告或要推廣的業務，而不考慮使用者真正會用到功能的便利性及直覺性，淺顯易懂的設計才是使用者要的，不是讓你們方便推銷廣告或其他業務的，請趕快改回原來的使用者介面,沒看到一大堆負評嗎？大家都覺得改版後超難用也無法快速找到自己需要用到的功能，改到讓大家都非常不方便，還要花很多時間去重新摸索適應，是在擾民嗎？能多站在使用者的便利性上設計嗎？",中國信託行動銀行 Home Bank,261
25720,SHIN-JU HSIEH,1 顆星,2022年11月10日,以前萬用小查罐打破次數都會返還，創建時還會告訴你剩下幾次，現在直接把打破的也全算進去 以前為了匯率辦的，結果現在匯率越來越低不說，一直推外幣但也沒比別人優惠，最後除了購買外幣方便之外沒有一個功能讓人滿意，我真的謝謝啊🙄🙄🙄 看來是時候分手了🙃🙃🙃,Richart,123
28239,Pei,4 顆星,2022年9月29日,感謝你的回覆，今天試著從LINE裡面的LINE BANK辦理開戶，確實成功了。目前還在等審核，希望之後能好好地感受他的優點。（2022/9/29） 聽朋友說有多好用，結果真的大失望。辦個開戶拍身分證拍快一小時還拍不好，自動一直對不到，手動拍也一直轉圈，轉到最後也說不行；好不容易正反都拍到，程式就自己關掉，再打開又要重拍。希望你們能儘早修正這個問題🙁🙁,LINE Bank,176
13363,Firzen Freeze,2 顆星,2023年9月15日,原本可以截圖，但不知道為何現在被鎖死不允許操作,兆豐銀行,23
25292,Winnie Chiu,1 顆星,2023年8月5日,新版指紋辨識完全不能用，介面也不好看不方便！,Richart,22
1238,slowly please Beny,1 顆星,2023年4月14日,實在搞的太複雜 太多密碼和驗證 那個對應那個 操作實在不是很親民,國泰世華網路銀行CUBE,32
3337,任季禎,4 顆星,2022年4月5日,App突然打不開影響操作應用，不知如何反應？,國泰世華網路銀行CUBE,22
13708,薰.,1 顆星,2022年2月13日,更新後無法看餘額，重開應用程式後反倒無法登入了！！一直跟我說確認網路連線，都滿格了，到底還想怎樣！？重新下載也是一樣啊！無法看餘額！！非常火大，急著轉帳APP卻搞這齣！！,兆豐銀行,85
21432,林姵蓁,4 顆星,2021年12月21日,"繳費那邊不能繳電費 2021/12/21 感謝回覆,已用網路銀行繳交電費,但還是希望可以用app繳費",玉山行動銀行,50
19785,歐光明,1 顆星,2023年9月18日,密碼被鎖 你們所鎖別人 別人要解鎖 還要收50元工本費 爛透了,玉山行動銀行,31
18477,潘先生,1 顆星,2023年5月1日,這次更新後，所有轉帳和繳費的收據都不能截圖留存，這已造成困擾，實務上交易明細存戶留存功能有其需要和必要，而且限制截圖對安全性有什麼幫助？,華南銀行+,68
29731,t.c.i,1 顆星,2022年7月21日,只能使用當場拍攝而無法使用原本已經拍好的檔案來上傳，因為這點只能給一星,將來銀行 NEXT BANK,35
22743,鄭偉峻,1 顆星,2023年12月30日,APP強制更新完，完全打不開了...還需要改用網頁版才能轉帳，三天連假都沒辦法使用了！,凱基銀行,43
10137,flowerfes,1 顆星,2023年7月17日,打開app說要更新，無法更新，解除安裝後，重新安裝也一樣無法進app說要更新，軟體工程師趕快來上班囉。更新7/17現在好不容易進去了，但是一直卡在登錄中，信用卡無法繳費了。,富邦行動銀行,86
13956,Yin-ju Liu,1 顆星,2021年9月14日,一直要更新，一直更新又無法跑，要不是有需求每次卡關都卡很久,兆豐銀行,29
1582,HH H,2 顆星,2023年1月31日,等待視訊客服中，卻每次大概一分鐘後就被切掉，只好重新連線視訊客服，取得簡訊認證碼輸入資料再重新等待，一分鐘後又被切掉，整個再重來。重連四次後，再次嘗試，卻顯示簡訊發送已達今日上限，不能再連線。,國泰世華網路銀行CUBE,96
1245,Nightmare Lee,2 顆星,2023年4月13日,要查或設定外幣定存都得另開網頁(網頁設計也找功能找得辛苦)，網路慢不順的時候，就變成網頁要另外登入，再切回 app，又因為它處已登入而被系統退出，這是什麼超級不方便的設計，沒看到進步，還要臨櫃人員尷尬重新推廣，讓人失望！！,國泰世華網路銀行CUBE,111
22116,李邦行（LinKou Neymar）,1 顆星,2022年5月5日,使用體驗差，儲存常用匯款帳號功能設定不完善、閱覽帳戶資訊也不清楚。,合作金庫銀行,33
27336,Patty Joestar,1 顆星,2023年9月17日,變成完全無法登入，一直叫我設email，email就是收不到，還不讓我登入，我連剩多少錢都看不到,新光銀行,48
15220,Terry,3 顆星,2023年12月19日,他行App有帳務金額異動通知，貴司在千呼萬喚下，只能提供台幣通知，不知何時才能跟上同業車尾燈？,第一銀行 第e行動,47
27707,老柯,1 顆星,2022年7月12日,新光 OU 「數位」活存戶根本就是笑話，網路銀行居然要親自臨櫃才能申辦，還與「信用卡網銀」分開… 再來是 App 開啟生物辨識登入後顯示 P620 訊息點選確認後應用程式就被關閉了？？ Email 還說我登入成功？？ Fintech 完全不行啦，新光加油,新光銀行,127
6421,楊小賀,1 顆星,2022年10月7日,詐騙銀行，大家千萬別來這家辦貸款，我是以受害者身份奉勸大家,中國信託行動銀行 Home Bank,29
21939,Zhongxun Lee,1 顆星,2023年3月29日,有夠爛，轉帳裡的轉入帳號欄位沒辦法直接點擊輸入，要從金額欄位裡按下一步才會切換，然後切換到別的app再回來時，鍵盤又不見，又要從頭開始輸入，這麼明顯的問題都沒人反應?,合作金庫銀行,83
31451,lin miko,1 顆星,2021年9月26日,更新後一直出現手機偵測到USB偵測模式疑似開啟，問是否在安全狀態執行，我按是進去之後，想使用非約定用戶轉帳，又出現一樣的問題說手機開啟USB偵錯模式所以無法支援此功能要找客服，找了客服一個說解除安裝重新下載，下載兩次還是一樣的問題，另一個客服說是此app不支援我的手機，這樣到底要怎樣啊！我的手機不是蘋果的是OPPO reno5z,臺灣銀行-網路銀行隨身版,165
7621,yu huang,1 顆星,2022年4月5日,新版介面超複雜，很不人性化，難用，希望還我舊版🥲,中國信託行動銀行 Home Bank,24
23774,jian jan,3 顆星,2022年7月5日,手機版本Android 9，redmi note5 今天在查詢帳戶近3個月明細資料，只能看畫面上的幾筆資料，但畫面無法上下捲動，下方的資料無法顯示，麻煩請改善,台新銀行行動銀行,79
19139,Peijung Hsieh,1 顆星,2024年3月11日,剛剛的通知後“3月特匯日配你共度白色情人節”是什麼鬼？ 非帳務類通知全關了為什麼還會有音效？ 不要亂找麻煩啊 爛透了,玉山行動銀行,58
20808,蕭芷欣,1 顆星,2022年7月4日,更新之後有夠難用，可以改回來嗎？ 強迫什麼偵測系統，很不方便，就急著使用才用手機行動網銀，改成這樣還要用電腦確認，改這麼麻煩誰要用阿,玉山行動銀行,66
14425,鄭ㄚㄚ,3 顆星,2022年11月28日,能否新增附近銀行的據點呢？ 繳費希望能有其他縣市的停車費,元大銀行 Yuanta Commercial Bank,28
14272,molly lau,3 顆星,2023年5月10日,可否開發app 信用卡超商條碼繳費 超商掃電子pdf檔超級難掃,元大銀行 Yuanta Commercial Bank,31
15726,林先生,1 顆星,2022年3月3日,上千則的反應都反映你們的APP很爛很難用，結果越改進越爛，乾脆直接解回家吃自己比較不會誤人子弟。,第一銀行 第e行動,48
24067,EnTzu Wang,1 顆星,2022年2月12日,更新完後台幣約定轉帳的帳戶為什麼不見了？收到哪裡去了還是被取消了？當初還特別臨櫃設定的…,台新銀行行動銀行,44
31033,陽光小乖,1 顆星,2022年7月14日,越改越爛，20天以內不能查！不能即時查帳幹嘛開發app，真的是不知道那個天才想出來的。 完全倒退20年。,臺灣銀行-網路銀行隨身版,52
10513,Horng Merlin,1 顆星,2023年7月15日,已經更新到最新版 系統告知 富邦有更新憑證 還要更新 去google play 又找不到更新 這個專案的pm 該釘在牆壁上,富邦行動銀行,61
6341,cc W,1 顆星,2022年10月25日,我已經有提款卡了 需要在辦一個網路銀行 網路跟我說需要年滿20才可以辦 我當時16歲父母跟我去辦 我年齡填西元真正年齡他也幫我辦了 啊我現在輸入我當時寫的西元出生年他給我講未滿20無法辦 直接說已經輸入當天最多次數 我要被這老六氣死了,中國信託行動銀行 Home Bank,117
13486,王鳳儀,1 顆星,2023年1月6日,整個畫面都不能往下滑，只能看現有畫面，查詢資料或選單都不能往下看，超當,兆豐銀行,35
3566,dahchen sales,3 顆星,2022年3月10日,沒有更新的地方卻要我更新到最新版本，現在無法登入,國泰世華網路銀行CUBE,24
17252,吳zong,1 顆星,2022年8月22日,什麼叫做偵測app版本非官方管道下載 我就是在play商店下載,永豐行動銀行,31
22360,Huang Yong Huang Yong,1 顆星,2021年6月24日,網銀還要臨櫃處理~其他銀行都可線上申請~合庫這還要讀卡機？ 也沒線上申請網銀~真的落後誇張又瞎,合作金庫銀行,47
28196,Vincent More,1 顆星,2022年12月9日,一顆星都不想給 卡在拍身份証照片卡半天 程式設計爛死了 拍照根本不讓人調焦距 又不提供其它上傳照片方法 註冊客源少是你們自找的,LINE Bank,63
17413,劉姿瑩,1 顆星,2022年3月21日,明明就是商店下載下來的app ，卻一直說我不是從商店下載下來的app ，並且直接關閉app不讓我使用 移除軟體並且重新安裝多次也沒用 要做的事都不能做了,永豐行動銀行,76
26302,J,1 顆星,2022年1月31日,更新太頻繁 更新過程很慢也常失敗 更完了也無感 不更還不能用 沒得選 急用時真的後悔辦台新 另外發現好多假帳號洗評價 不去解決客戶問題 覺得花錢買評價就能解決的心態不可取,Richart,85
28643,Gary Liao,1 顆星,2022年1月18日,視訊身份驗證等待客服超過三十分鐘沒人理，這是網路銀行的服務？,LINE Bank,30
26303,吳政壕,1 顆星,2022年1月30日,更改任何設定，僅能透過讀卡機，非常不方便，希望有安全等級限制,Richart,30
29933,小毛,5 顆星,2022年4月18日,輸入我的邀請碼MCURK，可以獲得200點n點，可以折抵消費喔,將來銀行 NEXT BANK,31
136,Remiel Yu,1 顆星,2024年2月28日,Vivo X90國際版，怎會一直閃退啊....,國泰世華網路銀行CUBE,23
25198,Joyce Li,1 顆星,2023年8月9日,App 權限已全部開啟，卻一直顯示「需先開放權限才能使用」無法上傳照片導致無法申請信用卡！看最近評論也不少人有這狀況竟仍遲遲未修正！,Richart,66
2326,grim chen,3 顆星,2022年10月5日,一更新，之前設定的手寫圖形辨識就取消了？重新設定（無法再使用之前圖形），若忘記密碼要再轉接客服，如果這個功能那麼擾民幹嘛要用呢？app竟然不綁定密碼功能🙄,國泰世華網路銀行CUBE,77
14074,游明憲,4 顆星,2021年7月13日,目前一直要求使用者更新 然而更新完成了還是要求使用者更新 刪掉重裝還是要求使用者更新 目前處於進不去的狀態，是個好用的APP，但這狀況能否盡速解決？,兆豐銀行,74
20292,梁雁雲,2 顆星,2023年4月17日,app的介面設計比起其他家銀行，真的需要再加強，覺得整體使用上不人性化。,玉山行動銀行,36
25826,Kaino Heir,4 顆星,2022年8月30日,用起來還算順 介面很舒服 使用了很多家之後 還是蠻推richart,Richart,33
1613,Lun,1 顆星,2023年1月23日,爛爆，勸大家不要把錢存在這家爛銀行，存進去難拿出來,國泰世華網路銀行CUBE,25
18771,十元,1 顆星,2022年10月15日,半夜維修時間也太長，臨時要用錢無法用無法領，真的爛,華南銀行+,25
29736,Milly Sun,1 顆星,2022年7月20日,天天打客服不會接，也不回電。有問題無人處理。,將來銀行 NEXT BANK,22
29002,Chu hw,2 顆星,2023年8月13日,我幫家人反映的問題，他們是使用紅米的平板或手機(都是最近才買的)，都無法用這個app，會出現與應用程式不相容的錯誤訊息，還要去借別的手機來下載開啟金融卡，可否請貴行檢討一下,DBS digibank TW 星展行動銀行,86
8816,Wang,1 顆星,2022年1月28日,"在國外刷卡使用OTP接收，app顯示收到密碼，但app卻一直打不開，一直轉轉轉， 重試還是無法,試幾次就被鎖",中國信託行動銀行 Home Bank,54
29751,Amy Huang,5 顆星,2022年7月12日,歡迎新手加入，輸入我的邀請碼AVA5B，萬分感謝,將來銀行 NEXT BANK,24
14796,Mandy zeng,1 顆星,2022年4月8日,更新後，完全打不開，一直不停在『你好，存好股，找元大』，等很久都是這畫面，氣死,元大銀行 Yuanta Commercial Bank,39
26328,mi 薇美女（雨娃娃）,1 顆星,2022年1月20日,今天要使用繳費打開app後，要強制更新，更新後卻說裝置和上次不同，就給我強制登出，我一直重覆好幾次後，就試著解除安裝，重新安裝，結果還是一樣不能登入，到底是哪裡出錯，我也沒有從其他裝置登入過啊！明明是我的帳戶我卻一直登不進，很害怕是否被盜用。請問要怎麼解決這個問題。我繳費期限今天到期，我急著要繳費，要怎麼解決。要我們一直更新，卻又不給登入使用。🙄😡,Richart,175
3657,Darren Wu,2 顆星,2022年3月3日,現在手機號已不是之前臺銀帳戶手機號要怎辦，不能用郵局的嗎？,國泰世華網路銀行CUBE,29
27600,meow liu,1 顆星,2022年10月10日,無法使用....打開後黑畫面，出現app異常問題,新光銀行,24
6278,鄭Haley,5 顆星,2022年11月7日,中信app算很好用，所有功能也齊全，信用卡功能，可查尋明細及附卡各消費金額，很讚！但建議方便轉成PDF檔轉傳或列印功能，因在app有時間性，現在大多用卡消費，明細在app上核對費時，若能在消費各卡中，能有轉PDF功能，就更完美了，期望能有此功能，更為便利！！🤗,中國信託行動銀行 Home Bank,130
22269,靜雨晴,1 顆星,2021年10月12日,使用介面 非常的不人性化而且落後 堂堂一間銀行卻連一個APP都做不好 笑死,合作金庫銀行,37
26032,Ping-Chih SHIH,5 顆星,2022年4月28日,在評論無法更新後，開發人員隔天就提供解決方案，也成功更新了！,Richart,30
20681,C Cici,2 顆星,2022年8月14日,"更新完變成吃電怪獸，佔我耗電量60%以上，比FB, 蝦皮還耗電，明明一天才最多登入一次轉帳後就登出關閉程式了。請快改善！ 已經移除了，還是繼續存在無法刪除的檔案，繼續耗電...",玉山行動銀行,88
11725,小公主,1 顆星,2023年2月8日,都登入了，還一直顯示下載中，一直轉，完全無法使用！爛死了！！！！！,富邦行動銀行,33
21408,gold liu,3 顆星,2021年12月28日,信用卡帳單進度，為什麼不能跟進何時繳費入帳，即時顯示未繳金額呢？,玉山行動銀行,32
22295,JI Z,1 顆星,2021年8月30日,登入等圈圈 轉帳等圈圈 查看餘額等圈圈 等到我去世了可能都還在等圈圈,合作金庫銀行,34
449,alison C,4 顆星,2023年12月18日,11／28更新後，app出入帳無推播通知，請緊快修正。 12／18app已恢復推播通知，應該修正完畢。,國泰世華網路銀行CUBE,51
14623,Johnny YEH,1 顆星,2022年8月8日,一直在讀取進度，停在100%半個多小時還不能進入程式。說爛真的是侮辱了這個字,元大銀行 Yuanta Commercial Bank,38
23070,簡祐盛,1 顆星,2022年10月25日,這是什麼爛系統？有沒有做優化啊？各種卡跟閃退，之前的App用的好好的不用，強制用這個爛的。,凱基銀行,45
15566,張淞淳,1 顆星,2022年7月25日,登不進去是正常？還是能登進去是不正常？請指教,第一銀行 第e行動,22
24533,LEAF,1 顆星,2021年12月10日,維修系統是要修到什麼時後！需要時就顯示維修中，是不會選時間維修系統嗎 傻眼，這樣我怎麼可能推薦人去貴公司開戶！！！,台新銀行行動銀行,57
28468,3U,4 顆星,2022年4月12日,有卡頓進不去的問題，可以試試看刪掉程式重新下載 原本畫面一直轉圈圈，重載就好了,LINE Bank,39
27337,葦,1 顆星,2023年9月17日,可以改回來嗎！真的很難用！家裡都有新光銀行的戶頭，每個人嫌的要死，信用卡還要在下載另外一個app是有事嗎,新光銀行,52
358,林,1 顆星,2024年1月5日,爛到爆，當初koko被趕cube，說會有66次跨轉，這個月又改成要完成任務才能跨轉，還有只有5次，那我為什麼不直接改用其他網銀？如果不是因為跨轉有66次，我根本不想用！介面越改越複雜，很多動作都很多餘！一個月沒有改善，我就消戶。,國泰世華網路銀行CUBE,114
14493,Yang J,1 顆星,2022年10月17日,登個網路 還登不進去 網路授權也給了 網路也是有的 其他網路銀行就登的進去 就這個軟體登不進去,元大銀行 Yuanta Commercial Bank,47
9910,Johnson.jiang Jiang,4 顆星,2023年9月8日,界面清晰好用，惟換匯時無法即時顯示優惠價格的滙率。,富邦行動銀行,25
22826,YALE,4 顆星,2023年2月22日,每次更新凱基App，原有信用卡提醒通知就會被清掉，必須重新登入設定。能否將信用卡提醒通知設定預設為開啟？,凱基銀行,52
23997,Kai-Jie Ke,3 顆星,2022年3月8日,使用Google Pixel 6 Pro，每次指紋登入設完，過一段時間又會要求打密碼才能登入，可以看一下是什麼原因嗎？非常困擾,台新銀行行動銀行,63
13730,Levi Jeng,1 顆星,2022年1月7日,快速登入的指紋辨識在更新App後就失效了，現在只能輸入密碼就太麻煩了 (更新：那些更新後無法指紋辨識的人，先用密碼登入後，再到帳戶設定裡去重新驗證指紋辨識就能成功了),兆豐銀行,83
27204,Belinda Chen,1 顆星,2023年10月20日,要看信用卡帳單居然需要另外的app令人無言 是覺得大家的手機太空，故意弄很多新光的app來塞滿嗎,新光銀行,48
26524,Roln enozs,1 顆星,2021年11月25日,智障每次信用卡費都重複扣款，打電話處理還要一星期？爛透了,Richart,28
3100,方鈺涵,1 顆星,2022年5月13日,下載N次每次到73%就當在這裡不動。偏偏要設定綁約帳號又要求限定行動上網。可又無法安裝。爛！ 整人！！,國泰世華網路銀行CUBE,51
10735,KATHY WU,3 顆星,2023年7月15日,請問:只有解除安裝、開啟之按鍵、按開啟又叫我更新、解除安裝重裝也沒用、請問如何更新、謝謝,富邦行動銀行,44
18959,甘道夫The White Rider,1 顆星,2022年8月19日,想要修改密碼，填寫了我才剛用來登入的目前正確密碼，連續兩次說我密碼填寫錯誤，是在搞笑？搞得我不敢用第三次,華南銀行+,52
29929,林晉智（脆脆芭樂）,5 顆星,2022年4月19日,歡迎使用我的邀請碼「8J5PZ」， 使用後可以獲得200點N點， 1點折1元唷~,將來銀行 NEXT BANK,40
3568,陳贊欽,5 顆星,2022年3月10日,臨時 說異常 被停用叫說更新找不到 刪解除程式 重灌2次 仍不能打開 怎麼了?,國泰世華網路銀行CUBE,39
14324,方鈞立,1 顆星,2023年2月2日,為什麼轉帳不能截圖 這樣真的很困擾 至少也讓使用者能選擇要不要打開好嗎？,元大銀行 Yuanta Commercial Bank,36
6416,Nin Yuan,1 顆星,2022年10月8日,5～6月申辦自動轉帳繳款寫9月底現金回饋，9月底問說10月8日，到今天仍然沒有，如果沒截圖他們根本不承認有回饋，然後到今天如果我沒再打去也沒有任何人跟我說明 ，雖然只有300但真的很讓人無法信任,中國信託行動銀行 Home Bank,97
26736,Baly Sa,1 顆星,2024年1月25日,？顯示什麼330登入不進去，是維修還怎樣，以為是帳戶有什麼問題，使用體驗也太糟糕,新光銀行,40
24647,李小雨,2 顆星,2024年2月19日,要更改密碼明明手機號碼是對的一直出現我輸入的號碼是錯的……,Richart,29
18582,信宏莊,1 顆星,2023年1月10日,先前使用華南銀行好好的，後來被要求強制升級為華銀+，現在要轉帳還要另外開戶，那我的舊帳戶怎麼了，消失了嗎？你們搞了新的軟體卻沒法將舊用戶的資料轉移，想要創新卻有一些跟不上時代做法，你這軟體使我想換銀行了。,華南銀行+,102
770,蔡德育（TDYa127）,2 顆星,2023年9月8日,app 不錯，但行銷通知不能關掉非常煩。明明已經關掉官方優惠通知了，結果還是會收到行銷訊息。然後通知也不分類，只能把整個 app 的通知全部關掉。,國泰世華網路銀行CUBE,73
30916,宇杰Yu Jay-z,1 顆星,2022年12月5日,使用還款多次到簡訊驗證時，app都沒有顯示畫面，簡訊驗證碼都收到了，又等了2分鐘，app畫面也依然空白沒有反應！,臺灣銀行-網路銀行隨身版,56
1414,ごAki,1 顆星,2023年3月4日,轉帳強制要用交易碼，哪裡安全了？轉帳後只有截圖，沒有文字可複製，koko的介面都比這好用簡單多了！,國泰世華網路銀行CUBE,49
22955,依伶,1 顆星,2022年11月10日,換新的後爛爆了，一直系統異常登不進去，吃飽撐著幹嘛換APP,凱基銀行,29
21531,Asahi Thun,3 顆星,2021年11月7日,意見反饋，這次改版主頁背景色與其他頁面不同，其他頁面背景色與Navigator顏色對比也很奇怪，變成只有主頁好看，其他頁面的Title Margin Left也沒有跟主頁統一，Padding間距也是沒有統一，需要重新設計。,玉山行動銀行,111
10930,Cythia Wu,2 顆星,2023年7月14日,顯示憑證已更新，要求更新，就跳到app更新頁面，又不能更新，一直鬼打牆,富邦行動銀行,35
737,Bule Lightning,1 顆星,2023年9月20日,一個極度看人下菜疊的單位！！！！ 一定要說““““銀行愛聽的，想聽的，業務才會給過””” 使用千萬小心回應,國泰世華網路銀行CUBE,53
1484,黃楨民,1 顆星,2023年2月15日,國泰銀行與證券app的介面，不知是否為了有別於競爭者的好用直覺，總是拐彎彆扭，操作步驟煩贅. 證券PC版更是無腦設計，下單列字超小，是期望造成客戶下錯單來充自己交易量嗎？ 外幣轉定存還得在上班時段才能操作！ 什麼腦袋？ 記得某雜誌曾評比顧客對國泰金控電子化滿意度第一，連國泰人壽業務都當笑話看.,國泰世華網路銀行CUBE,147
25425,Reko Chang,2 顆星,2023年6月12日,信用卡被盜刷沒有即時通知！客服回覆只會像機關槍一樣制式回答！完全沒有理會客戶感受！,Richart,41
13844,Sabrina,2 顆星,2021年10月28日,台幣的 “存款交易明細” 點進去只能看到轉帳有無匯款成功，但沒辦法看到匯入帳戶資訊 希望能夠改善，若有改善會再回來修改評價的,兆豐銀行,62
24735,小小羊,3 顆星,2024年1月7日,這是一款很方便數位銀行，因為街口支付強力推銷才辦的，金融卡也可以當信用卡用先圈存，月底才扣款，舊戶30萬內活存也有1.3%（有條件），綁定街立存支付也有回饋街口幣，外匯也有優惠，但是活存（1.3%）要完成任務覺得不合理，希望能重視這個問題,Richart,119
27381,王傳斌,1 顆星,2023年9月10日,更新之後無法轉帳………………一直說我沒申請網路銀行……那請問我之前怎麼轉帳的？-？,新光銀行,41
19119,小毛,5 顆星,2024年3月19日,有英文版嗎？公司外勞看不懂中文，也不能設定英文語言？國際化社會了，請多設定語言版本例如：英文，越南，菲律賓。 謝謝有看到了，以為在設定裡面找好久～但是只有英文語言，如果能增設越南語言會更好，我還是更改給你五星。,玉山行動銀行,105
14131,LUNA菜菜,4 顆星,2024年3月1日,為什麼一直卡在登入畫面轉圈圈，無法登入，網頁版的卻可以登入，APP 版本一直轉圈圈？,元大銀行 Yuanta Commercial Bank,42
1699,ya chun,1 顆星,2023年1月10日,請問AX03錯誤代碼要怎麼解除，完全無法登入…,國泰世華網路銀行CUBE,23
30023,Teddy Lin,1 顆星,2022年3月31日,拍完證件照就卡住畫面不動了，看來是跟這家銀行無緣了,將來銀行 NEXT BANK,25
22430,劉芷祈,1 顆星,2021年4月9日,說實話我連一顆星都不想給，設計完全欠缺考量不說，線上申請還要有讀卡機，到底誰身上會隨身攜帶讀卡機的你告訴我！？ 而且還要再帶轉接頭？？？？？？？ 設計師能不能出來改一下啊？,合作金庫銀行,86
25241,小皮雲,1 顆星,2023年8月7日,新版的體驗明顯輸舊版，原版是以圖示為按鈕，目前改成以文字顯得不太直觀，原舊版的很有特色，希望未來可以將舊版概念融入回來。,Richart,60
11912,choco rabbit,1 顆星,2022年11月9日,為什麼我下載完畢之後點進APP就立馬閃退 試了好幾遍都是這樣,富邦行動銀行,30
20564,陳小婉,1 顆星,2022年9月11日,"更新後耗電量異常，完全沒開啟app,還CPU過載……什時才會改善？",玉山行動銀行,33
11970,依潔李,5 顆星,2022年10月8日,在接觸過的銀行APP 中 算是最好用的介面,富邦行動銀行,21
2438,CH Lin,1 顆星,2022年9月13日,換手機後要重新設定轉帳認證，但不想人臉辨識、又是第二類電信，根本沒辦法使用，只剩下繳國泰卡費的功能了，還好很多其他銀行都有子帳戶功能，只是要搬運有點麻煩。這麼大一間公司還捨不得發送簡訊驗證真是令人無言,國泰世華網路銀行CUBE,100
18633,Kenneth Lin,1 顆星,2022年12月16日,"換了新手機Google Pixel 7 Pro , 下載這個程式會打不開, 無法使用,請修正",華南銀行+,46
28014,陳柏榮,2 顆星,2023年8月17日,好用，但因為很難遇到同樣使用line bank的朋友，所以只能自行去ATM存款，可卻存款還要支付15元手續費，就會明顯降低我想使用貴銀行的意願了，因此如果能把88次跨轉免手續費次數移轉一些在一個月的“存款”免手續費的次數，相對會實用些,LINE Bank,117
24726,羅世凱,1 顆星,2024年1月10日,幾年前體驗很好，現在很糟糕！要更新還在等待中...等了幾天了！,Richart,31
1200,C T (estelle),5 顆星,2023年4月26日,最近新增了子帳戶功能，真的很喜歡！可以更有效率的管理財務,國泰世華網路銀行CUBE,28
25206,天空,2 顆星,2023年8月9日,舊版介面好用，新版臉部辨識在richart app上無法使用（手機使用臉部辨識功能正常）,Richart,44
3542,蔡玉女,5 顆星,2022年3月10日,我年輕時繳國泰保險，後來到期又繳交兒女，老了才發現，有保險真好。,國泰世華網路銀行CUBE,32
14225,顏申和,1 顆星,2023年8月27日,8/23-8/27 一登錄app就閃退，重灌重開機都沒有用，至今還是開不了，能否趕快解決。,元大銀行 Yuanta Commercial Bank,45
24237,Bennes Wu,1 顆星,2022年1月18日,爛透了...不更新不能用...但更新一直轉圈圈...是要多久才能更新完成...越改越爛!!!,台新銀行行動銀行,46
8308,The Orange,1 顆星,2022年3月12日,一打開就叫我更新 跑來Play商店又沒有更新的選項 是在哭,中國信託行動銀行 Home Bank,29
22015,林妙錦,1 顆星,2022年11月7日,過一陣子就在更新更新 本來用指紋鎖進去 現在忘記代號害吾又要跑一趟銀行真是造成別人的困擾,合作金庫銀行,44
4388,piya li,1 顆星,2024年3月10日,爛透了，隨便一封簡訊就限制用戶的交易功能。,中國信託行動銀行 Home Bank,21
19248,布魯魯,1 顆星,2024年2月16日,App無法外幣跨行轉帳很不方便 線上文字客服回覆會一直出現音效 手機都關靜音了還是出現 很惱人 線上訪客留言板進入後會一直重新整理 根本無法用,玉山行動銀行,71
27387,陳弘智,1 顆星,2023年9月9日,新版無法多支手機快速登入也取消圖形碼越來越爛,新光銀行,22
4953,邱樺彬,1 顆星,2023年10月13日,找人處理找不到，問要不要借款的都有人，拜託，能不能有專人，電話打來都是智能語音，我那知道要不要回答他。這麼大的公司是這樣處理客戶的問題嗎？,中國信託行動銀行 Home Bank,69
30390,葉苗,3 顆星,2022年11月30日,很多功能都要輸入密碼不能直接用指紋辨識不太方便,樂天國際商業銀行,23
11102,孫沛慈,1 顆星,2023年7月14日,行動銀行憑證更新後，到play商店無法下載新的行動銀行，只有出現解除安裝和開啓，沒有出現‘更新‘’’ 要如何才能下載更新使用？？？？？？？,富邦行動銀行,69
