index,pred,text
12622,1 顆星,現在一直登不進去有重新下載也是一樣最近三不五時這樣是有什麼問題
2206,5 顆星,方便
28116,5 顆星,關鍵字 縮
21690,1 顆星,各項操作都蠻不直覺不太好用 薪轉的關係 普通轉帳居然沒有手續費優惠 還好還有台灣pay可以用 這點我給讚
3369,1 顆星,更新完一直打不開……
7921,1 顆星,爛擾民的更新常用功能都藏起來
25411,1 顆星,爛透了超級爛填完資料一直顯示錯誤 啊什麼錯誤也不說過一下子又好了 可以請內部把 app 弄好嗎 爛透
15714,1 顆星,要轉多久才能更新
3029,5 顆星,還蠻好用的！
8410,5 顆星,服務態度好
30358,1 顆星,最低一顆星 不然要給 沒看過這麼差的服務品質
6456,5 顆星,好用
146,1 顆星,常常當機需要重新安裝目前只有你們家的有這問題其他家網銀或app都沒有到現在都還沒修好很差
16831,5 顆星,很好用
26269,5 顆星,很棒阿彌陀佛！
13886,5 顆星,很好用。
25649,1 顆星,老用戶了但剛剛要收款一點line分享就閃退！！
13891,1 顆星,為什麼要強制更新才能使用呢？不是使用g的網路很難更新完成。結果造成根本無法使用
12991,1 顆星,不夠直覺
1883,5 顆星,很棒的刷卡折抵消費優惠！
14412,1 顆星,從下半年開始一直進不去網路銀行希望可以好好修正系統問題。 更新 打給客服刪除重新開機並安裝依舊無法解決
24471,1 顆星,"我明明就申請過線上行動銀行了,之前臺幣戶頭都能查詢... 更新後為什麼今天說我沒有權限了... 我網頁上能查,app卻不能... 誰能解決？！"
28605,1 顆星,為何設定約定帳戶要輸入密碼輸入幾碼後要更換英文會讓人按錯實在很擾民還有口袋帳號要再新增金額怎麼是用修改
16280,5 顆星,很好用
4605,5 顆星,thumbs up
12912,5 顆星,方便快速
31224,1 顆星,笑死身為台銀員工被自己人坑強迫更新後完全用不了（事件代碼）呱張
27084,5 顆星,改版後變得有質感
22964,1 顆星,太卡了 有夠不順暢的……光登入就一直轉圈圈 還是舊版好用
4902,5 顆星,好
12723,5 顆星,好好好
28493,1 顆星,android系統不能用生物辨識 suck
3782,1 顆星,不能下載有夠爛
21786,3 顆星,匯款銀行代碼之前還能夠填中文查詢現在只能填數字? 誰會繼那麼多銀行代碼....
14858,1 顆星,整天在更新 更新失敗根本無法登入 是在浪費大家時間
28585,3 顆星,目前貴行只有口袋帳戶是每月給息只到月底活期的部分建議貴行也可以調整與多家銀行數位帳戶一樣每月給息。 fast down button日前建議a新增圖形登入也反應已久不見改善。 cross mark button希望可以增加圖形登入網銀或是可以增加使用者代號的存儲記憶這樣會較便民。
20095,5 顆星,好用方便又有帳戶異動通知免費。
7798,1 顆星,看不到信用卡欠債多少以前看得到改版之後怪怪的
25345,1 顆星,更新版本後就一直無法登錄了一直在首頁載入中進不去
27447,1 顆星,結帳日過後信用卡消費明細跟紙本帳單對不起來。 網銀繳卡費明明全額繳清還產生了循環利息。 去電客服只說帳單還得三五個工作天才會更新服務態度也是不耐煩的感覺語氣超差！ 使用其他家銀行就都沒問題玉山、國泰結帳日結束隔天明細就出來了也才能有繳費條碼不會產生溢繳或是延遲！
30377,5 顆星,app好用利率高
10626,1 顆星,為什麼不能載
17773,1 顆星,安裝之後已經經過了分鐘了還沒辦法開啟現在變成行動銀行不能使用了差評。
18765,1 顆星,強制更換華南銀行+後變得無法線上轉帳 撥打客服 - 無人願意接聽 一定要人親去銀行設定？ 那要網銀的用意是 ？ 且個人戶要用新app公司戶無法使用新app只能延用舊app那到底改版的用意是什麼？ 貴行網銀系統真的很差 -----------------------------------------------  更新： 重點就是客服不論週一到週日早上到晚上客服根本就沒有人要接電話的意思。 單通電話曾「等待」接聽時間長達分鐘仍然不願接聽（ app 卻一定要透過客服才可以驗證不是整人是什麼？）
8185,1 顆星,一直出現等待中....畫面
10349,5 顆星,很好
29748,5 顆星,邀請碼：trs
7657,1 顆星,app 難用想查詢信用卡消費也無法登入等帳單清完要剪卡。不好用的app介面
1144,1 顆星,開戶預填時間太短浪費時間
2781,1 顆星,更新後轉帳功能很差一直出現日期設定錯誤我選的是即時！！本來很好用的app改成這樣、、
11308,5 顆星,方便有效率
4438,1 顆星,下載app註冊一直出現請重新拍照說證件照片不清楚其實很清楚重新拍照也好幾次app這軟件不怎麼好使用
9979,1 顆星,沒辦法知道目前的 存款利率 跟 剩餘跨轉、提領次數。 最重要的東西應該是要放在首頁顯眼的位置但你們竟然直接沒有找都找不到麻煩優化一下app吧……
8466,1 顆星,為什麼叫我更新又一直進不去？？？
20368,1 顆星,無法登入重新下載還是一樣。
29055,1 顆星,下載了無法註冊一直顯示有誤、要我們致電客服中心。系統沒修正好就要推廣讓人使用會不會太誇張了？
8072,1 顆星,每次都要客戶更新更新速度超慢三天了還沒更新好
16586,5 顆星,方便快速
7683,1 顆星,改版後各種功能不順手優化極差登入狂轉圈圈等待時間太久開發人員丟新版本出來前都不先debug的嗎？
4089,1 顆星,打不開更新的意義在讓使用者打不開？
15532,1 顆星,一直閃退
18656,5 顆星,方便簡捷
24779,1 顆星,更新幅度太頻繁整天都更新就好了然後還要重登入…呵呵呵呵呵呵呵
18339,5 顆星,好用
24630,5 顆星,非常好用的網路銀行
1683,1 顆星,我不能在不改使用者代號的前提下變更登入密碼？這是什麼神奇的系統設定？
3427,1 顆星,太吃記憶體
26462,5 顆星,悠遊卡能設定自動加值一卡通希望之後也可以有
28032,1 顆星,爛死了誰設計的流程有沒有考慮過人性化輸入帳號密碼後驗證過簡訊安全碼然後才說密碼錯誤這合理嗎？ 已卸載並刪除帳號不缺你一間銀行謝謝
23095,1 顆星,變慢了！ 可以拿掉提醒你再想一下？ 問太多了！
12552,1 顆星,很難下載
31064,5 顆星,還不錯
1121,3 顆星,希望能改進刷卡明細不會顯示刷卡分期要等到扣帳才知道要繳多少錢很不方便看
6539,5 顆星,整體功能方便使用
394,1 顆星,"自從換vivo xpro（台版）,只要更新就一直閃退這麼大的銀行都一個多月了就你家這樣！"
3853,5 顆星,ok
28548,5 顆星,good
25395,5 顆星,功能很清楚明白很好用覺得app很棒。
24498,1 顆星,改版之後超難用客服你不用道歉 叫決定改版的主管出來打球啦 真是爛死了
25914,5 顆星,感謝您
17055,1 顆星,壞掉了 一直要什麼升級 根本沒法登入
17325,1 顆星,不好意思不曉得為什麼現在沒有提領功能
8557,5 顆星,good
15920,1 顆星,無法更新也無法重新安裝
19742,5 顆星,非常好用的
29280,1 顆星,狀況：視訊無法連接藍牙耳機 設備：三星s 版本：v..
11734,5 顆星,操作順利
11091,1 顆星,一直要更新憑證 按進去又沒得更新 是在哈囉
25910,5 顆星,好
3380,1 顆星,更新了 為什麼一樣不能開？？ 網路都從啟幾次了？ 還是一樣不能開 搞什麼呀
19141,1 顆星,想轉帳但是都收不到簡訊驗證....
14459,5 顆星,卡在person shrugging
6129,5 顆星,不錯用
17991,5 顆星,方便快速
11419,1 顆星,系統一直跳錯誤致電給客服也一問三不知只會一直叫你重設密碼
28341,1 顆星,linebank銀行利率跟刷卡回饋縮水囉！ 轉進將來銀行
24754,5 顆星,讚
29619,1 顆星,不清楚怎麼用
18041,5 顆星,快速清楚感謝了
2917,5 顆星,本來轉帳很方便、更新後轉帳金額只能輸入個位數、是個人手機問題還是系統更新有問題？
21359,1 顆星,就你們銀行登入還要輸入使用者名稱忘記了按認證就一直鬼打牆鬼打牆一直要我登入就忘記了怎登入？那麼複雜別家銀行都給新的密碼再變更點幾下搞定。就你們特別厲害我們智商不高用不起明天去分行解除業務。爛透了。
31445,1 顆星,今天要更新完全無法更新 導致要下單黃金存摺也沒辦法下單 真的網路也無法便民
29640,1 顆星,什麼爛銀行啊！辦個帳號而已資料都填寫完了還派專人打電話來問東問西又不是要申辦信用卡只是開戶而已我辦連線銀行一點問題的沒有而且很快就完成開戶這種爛銀行不辦也罷
25589,5 顆星,讚
27268,1 顆星,轉帳也要麻煩一堆
27672,1 顆星,什麼時候要改善app不要在（罐頭訊息了）基本的交易明細都看不到 這個網銀很可怕餒也不知道錢轉出還是賺進最最最基本通知有錢匯入去學學其他大間的網銀好不好工程師別再睡了。不要在罐頭回應了莫名其妙
168,1 顆星,一直閃退是怎樣？？？從新下載好了沒兩天又一樣....
16074,1 顆星,軟體更新太差了
17916,5 顆星,好用
256,1 顆星,跨行手續費qaq
1189,1 顆星,想開啟生物辨識居然還要等營業時間才能開！？ 是不是意圖排擠下班晚的社畜啊？ 真是好大牌啊呵呵 用過近家數位網銀沒有一間這麼麻煩擾民 到底有沒有做過使用者經驗調查！！ 連收個簡訊認證碼都要超過分鐘才收到 把原本好用人性化的koko還來！！！ 什麼cube的有夠難用 如果有負的我一定給-星
2941,5 顆星,不錯
22005,1 顆星,程式一直繞圈圈跑不動。顯示無法與伺服器連線 一直停在更新中
2193,5 顆星,好用的app
25506,1 顆星,一兩個星期要更新一次it要刷存在感？
21613,1 顆星,我是oppo手機除了更新後帳戶金額異動通知的零錢聲不見了之外其他功能都正常！
16507,5 顆星,"在永豐超過年以上希望安平區也能有永豐銀行許願。永豐app好用方便連阿嬤都會的app,服務人員親切。"
11111,1 顆星,ㄧ直要更新開啓重複按鍵也進不去網站……
14066,1 顆星,app更新顯示開發人員設定不支持...什麼鬼問題還讓不讓人用
29261,1 顆星,身份認證系統爛到有剩拍個身份證而已一直給我說是非指定證件重拍了不下幾次了還不給過浪費我的時間
10860,1 顆星,無法更新app進不用
11824,5 顆星,thats awesome !
26850,5 顆星,好用
12804,1 顆星,為什麼我的手機無法轉賬手機型號nokia.手機畫面上顯式偵測到本行動手機有連線風險為保護賬付安全暫不開放非約定賬戶服務應該如何設定。
8818,5 顆星,超方便
29060,5 顆星,清晰明白
22677,1 顆星,無法登入
13297,1 顆星,爛死了跑超慢網路有點不好就完全卡死。 更新：隔壁兆豐證券登入速度就是比你快網路要求就是比你低不思反省！
1849,5 顆星,方便快速
9551,5 顆星,方便又好用而且很簡單 我給五星好評。
9073,5 顆星,很方便
23260,1 顆星,最需要的qrcode收帳功能還沒優化好直接不見別人要轉帳變得很不方便。
24615,5 顆星,直覺好用
28127,1 顆星,為什麼不能用圖形登入？
22088,1 顆星,爛透了
28254,5 顆星,看到可以顯示餘額的選項了
54,1 顆星,vivo手機用一週左右就自動閃退不能用 更新使用了一禮拜都正常了修改評分
18138,1 顆星,更新之後我要用台灣pay付款識別生物認證閃退是什麼意思？真的有夠爛
8042,5 顆星,簡單易操作
26989,5 顆星,喜歡新光銀行app介面
4325,5 顆星,簡易方便
8939,5 顆星,習慣後好用後來無法更新
16225,1 顆星,用過這麼多網銀介面難用前幾名
16566,1 顆星,所謂的垃圾app
13006,5 顆星,非常方便
24876,1 顆星,我只是要看信用卡餘額和消費而已 為什麼要逼我開戶 缺業績也不是這樣搞吧
1634,5 顆星,還不錯很好用說馬上可以看到我消費說
17684,5 顆星,goodgoodgood
23153,1 顆星,第一次登入可以詢問要不要開啟指紋傻傻輸了幾次帳密才發現在設定裡面
1112,5 顆星,超方便好用！
8767,5 顆星,=. ..iso
6447,1 顆星,線上開戶根本是騙人卡在信箱驗證這裡 我試過兩個信箱完全不行不要跟我說我信箱收信有問題我前幾天才去華南開戶同樣的信箱我就可以收到他們的驗證信偏偏中信就不行？後來收到了驗證碼寄出分鐘內有效然後我是隔天才收到信會不會太好笑
28375,5 顆星,挺好用的 介面很簡約
5199,1 顆星,申請圖形認證合約第三項根本不能勾選同意啊搞什麼
7910,1 顆星,這全新五大首頁真的讀取常要轉圈圈效能真的不行還寄信硬推真的要弄掉之前好的使用感覺。
26374,1 顆星,怎麼無法打開app
5439,1 顆星,永遠出現esb 根本不是維護時間
1752,1 顆星,速度慢到嚇人
25833,1 顆星,常常不更新就不能使用導致需要等待很麻煩全世界排隊的都在等台新跑更新
23068,1 顆星,很慢完全卡住無法開啟程式。
17351,1 顆星,有夠爛一直出現非官方版本是要怎麼使用？何時才能解決？
17298,5 顆星,不錯
26445,5 顆星,方便快速
10518,1 顆星,app是不是有問題？ 一打開就說要更新 點選更新就跳到google play但只有開啟跟解除安裝兩個選項重開機也不行。解安裝再下載打開一樣跳到上述頁面無限迴圈的感覺
28995,1 顆星,我是花旗的舊用戶。今日無法透過app申請網路帳號提供的客服電話也完全打不進去。星展完全沒做好合併的準備。
27061,5 顆星,我喜歡新光銀行
27832,1 顆星,在android 系統中會閃退無法開啟。
30686,5 顆星,棒棒
28152,5 顆星,從line開啟可鎖定大寫鎖按鍵但直接使用本應用程式開啟時輸入登入密碼時應比照使用者代號可使用英語字母大寫鎖不是每輸入一個字母就要重新按大寫按鍵
20236,5 顆星,操作順暢使用方便。
3243,1 顆星,版本為..在切換個人資訊頁面和主頁面時一直有投資理財有賺有賠的聲音斷斷續續出現後來才發現是智能投資的yt自動播放希望工程團隊可以靜音處理不然只是看個帳戶一直有聲音出現還滿怪的..
648,5 顆星,換匯及繳卡費都很方便
17044,5 顆星,轉帳非常方便！
5897,5 顆星,軟體太好用啦
25936,5 顆星,功能多元齊全
15421,1 顆星,爛
30253,5 顆星,超方便
18322,1 顆星,薪轉戶跨轉免手續費被拿掉了？？？
2911,5 顆星,方便簡單
20011,5 顆星,快速安性高
27446,1 顆星,爛到掉渣常常連線逾時、失敗系統穩定度超級差轉賬連結驗證也常連線失敗轉個帳要重複操作好幾次才「有機會」成功。
7023,1 顆星,很常更新等更新等半天
18376,1 顆星,這個華南銀行+app無法使用數位帳戶而華南snyapp又無法截圖真是難用
19020,1 顆星,蠻難用的 很失望 一直卡住 前面外星人畫面太久 不夠靈活
24146,1 顆星,整天一直改版
29816,1 顆星,系統要更新app一直都在等待中無法更新app也無法使用照成很大困擾
12388,5 顆星,小心預設的捷徑美元優利原來不是定存你的美金而是扣台幣轉成美金去定存。很厲害的陷阱。
17971,5 顆星,非常棒
2123,3 顆星,koko卡用戶收到mail公告通知（原app於停止）於是先載來研究跟使用看看我只能說超難用（原本的koko app是針對這帳戶介面簡潔又好用該有的都有又直覺）但這超級難用想看個刷卡消費資訊目前無法看只能帳戶看到金額？（會再更新看看
24002,5 顆星,轉帳時希望可以顯示剩餘的優惠轉帳次數
24140,1 顆星,爛透了一直閃退真的會被你們害死無法轉帳
18245,5 顆星,建議支票不要收費那麼多～長久使用者
20097,5 顆星,速度快
13015,5 顆星,方便又實用thumbs up
28442,5 顆星,好用轉帳免手續費
15560,5 顆星,希望貸款區可以顯示要繳款的金額
573,5 顆星,good
29476,5 顆星,線上開戶可以輸入我的邀請碼afxbt
26630,1 顆星,換手機之後一直出現未綁定和客服那邊設定好之後還是說未綁定是怎樣？一直打客服是不用付電話費逆？？？
21598,3 顆星,請問該系統支援android了嗎？遲遲不敢更新欸我手機是pixel xl
13837,1 顆星,原本能夠查詢信用卡的消費狀況突然變成暫時不開放非常不方便。
18024,5 顆星,方便又實用
18533,5 顆星,很需要的
6882,1 顆星,"越更新越不便利且登入非常慢,真的很爛face with steam from noseface with steam from noseface with steam from nose可以刷負評嗎？"
306,1 顆星,砍了跨提又砍了轉帳已投入他行懷抱了再見了垃圾。
3352,1 顆星,更新後無法使用一直顯示連線異常 導致app無法使用 讓我無法查詢 及etf的扣款 轉帳實在是可惡
29899,1 顆星,顯示可以與此裝置相容但一直無法裝置在我的手機上下載了n次還是沒有
15069,1 顆星,都更新的最新版本了開啟app就是一片白而已完全無法使用爛到渣都不剩
7645,5 顆星,有人可以告訴我這要怎麼處理嗎 我今天上午在九如二路 中信分行atm使用彰銀金融卡存款進郵局結果他出螢幕顯示 系統忙碌中 我大概等了快 分鐘 錢吸進去 卡跟明細都有退給我 可是錢就是一直沒入帳 我現在該怎麼辦呢
31101,1 顆星,越改越難用…
27095,5 顆星,五星吹捧
5316,5 顆星,好
12561,1 顆星,不要一直更新或是不要強迫一定要更新
16289,5 顆星,讚
2747,5 顆星,用過的銀行app中最好用的
8293,1 顆星,可以快修好嗎 一直跳更新 不能使用
29544,5 顆星,暱稱感覺按愛昂景觀那
25384,1 顆星,打開都登入不了啊 一直在最一開始的richart畫面...等了五分鐘也是一樣 是有沒有要讓人用?face with rolling eyesface with rolling eyes
21024,1 顆星,最近不知道為什麼一直進不去點下去直接就跳已停止根本不能使用
13875,3 顆星,app介面及操作等待時間過長；實在有待改善。別家的網銀app；功能完善操作又便利；貴銀行的實在該升級一下。
1747,5 顆星,好
25002,1 顆星,改版面以後非常難使用來來回回使用上很難查找到想要的資訊而且也不過是交易明細、存款內容等之類的常用資訊藏得隱密還分層！拜託恢復以前的簡潔明瞭！
17651,5 顆星,good!
31028,5 顆星,簡單好用
15901,1 顆星,無法更新
21877,1 顆星,爛
27288,1 顆星,現在登入一直要輸入帳密不然就是生物登入就是無法使用生物登入才用其它方式登入讓使用者都沒得選擇。
8997,1 顆星,無法更新
23679,1 顆星,無法登入…顯示system error 確定帳號密碼沒輸錯 用電腦開網頁版網銀是可以登入的 加油好嗎？expressionless face sony xperia  iii android 
16541,5 顆星,非常方便
25092,1 顆星,更新後一直閃退根本不能用…
17549,5 顆星,很棒
9955,1 顆星,到底要loading 多久？
12357,5 顆星,非常棒！富邦應用程式好操作！
21780,1 顆星,今天突然顯示我的指紋辨識有更動過要我重新登入。輸入密碼顯示錯誤是有什麼問題嗎？
19832,1 顆星,很爛一直轉圈圈 無法更新 要查詢帳戶都不行
21051,5 顆星,好用
12573,5 顆星,快速、方便
19592,5 顆星,好
23338,5 顆星,銀行端快速排除登入問題值得推薦
5819,1 顆星,每次都沒通知等到站在提款機前面才要求轉錢要更新爛死
6538,1 顆星,改版之後變的非常不好操作
7984,1 顆星,更新之後超難用有夠不直觀之前的戶頭進出款紀錄全不見你們是廣告商嗎一堆“優惠”氣到直接刪掉。不用努力優化了直接改成舊版就是優化了懂？
19191,1 顆星,"忽然（d)驗證失敗要求移除重新安裝重新綁定前天才用的好好的,這是什麼問題為什麼忽然出現驗證失敗那之前驗證成功是bug嗎？"
14768,1 顆星,"新版千萬不要更新,只會停留在但進不去app,還好主力不在元大,不然方便和穩定性大減"
16233,5 顆星,快速
30708,5 顆星,很好
15591,1 顆星,修正月份錢被盜領光的事與第一銀行無關係ileo綁定手機後解除綁定機制困難點經歷此事對第一ileo安全性提昇許多
11113,5 顆星,請問一下你們的富邦行動銀行說憑證更新可是我點進來你們的網頁沒看到更新啊？
20224,5 顆星,好用且操作直覺
7611,5 顆星,不錯用
17621,3 顆星,請問app發生什麼事為什麼又要更新又進不去？？？
2608,5 顆星,繳款超方便
29820,5 顆星,輸入邀請碼hflg可以獲得n點
19452,5 顆星,讚！
7803,1 顆星,到底更新是優化還是劣化這個app？？？ 真的超級超級難用以前的版本一目了然操作簡單又快速現在是亂七八糟速度又慢分類不清不楚要點來點去找很久…浪費時間!爛爆了!!!
21027,5 顆星,平時使用都很便利
22922,1 顆星,沒遇過登入轉這麼久的
2715,5 顆星,超方便
17832,1 顆星,要更新卻一直轉圈圈
11578,5 顆星,讚
9948,5 顆星,好用
20348,1 顆星,app裡找不到工程師客服 難道銀行專員能解決app問題嗎？ 文字客服第一順位拍排了-分還是排不到 退出再加入又變第二順位 希望不要給罐頭回覆
27757,1 顆星,只能說雷......不太習慣的難用 信用卡戶有想退卡.....了
29957,5 顆星,ㄣㄅ
24643,1 顆星,這幾天台幣活儲變成空白等很久都沒變 以前可以不用登錄看通知現在沒辦法了
2658,1 顆星,要求更新才能匯款更新後又要求輸入認證碼不然就是設定好的人臉辨識要重新再設定。人臉辦識的客服假日又沒人值班服務搞得超不方便的。
13863,1 顆星,app不好用一直被要求更新和操作很多步驟建議改善
6971,1 顆星,為什麼有的-無卡提款掃qr扣會當掉
22198,1 顆星,極差
9826,1 顆星,你們的app在安卓和ios系統登入後的畫面是不一樣的 安卓有轉帳功能 ios沒有轉帳功能 是不同一個app嗎thinking face
2696,1 顆星,網路連結
1649,1 顆星,原本koko轉帳功能轉過來還要重新認證結果每次都是等待等了幾分鐘都沒反應去處理個事情回神已斷線又要重新排隊沒有人手做線上服務又硬要改。
9827,5 顆星,非常好用的應用軟體謝謝你~
23569,1 顆星,你們銀行是怎樣來一個app都弄不好嗎 有夠爛體驗極差
19569,1 顆星,真心覺得很複雜
26977,5 顆星,最喜歡新光
30743,1 顆星,為何沒有查詢信用卡當期帳單明細啊？太奇怪了吧
19401,1 顆星,掃碼轉帳會閃退
23670,1 顆星,每次更新指紋登入都要重設？！這次更新還把常用繳費資料刪除！
26738,1 顆星,"（日）早上點多app還在推播通知（五）凌晨點的交易。一直以來都有這種離譜的延遲推播讓人嚇一跳想說「剛又沒有操作怎麼會有金額扣款」。非常惱人的銀行app,完全跟不上台新。"
2622,5 顆星,迅速方便
6648,1 顆星,你是中國來的詐騙軟體嗎？為何我明明沒有中國信託信用卡卻發了信用卡結帳單通知的訊息給我。
11046,1 顆星,要登入卻顯示為保護資訊安全已更新憑證並提供新版本供下載請立即前往更新..點擊了更新app卻沒有更新的選項....查了一下官網公告說明以後.以上的版本才能使用..但我版本明明是.的呀....直接卡死無法登入....感覺極差
30332,5 顆星,交易方便快速
2468,5 顆星,快速方便
12346,5 顆星,順手。
22241,1 顆星,無法轉帳收到密碼簡訊會自動登出
19372,5 顆星,棒
19000,1 顆星,能夠解釋一下為什麼要通話、位置跟檔案權限嗎為什麼總是要要求一些別的銀行更好用的app不需要要求的功能
26160,1 顆星,"下載個richart ,等待花了半小時還沒可以下載這也太扯了吧"
31134,1 顆星,為什麼今天又在系統維護中？
19796,5 顆星,很棒的介面即時的反應很好用
13155,5 顆星,好用
4127,1 顆星,外匯無法作業爛透ㄌㄅ
6164,5 顆星,讚
4126,5 顆星,便利可靠
17447,1 顆星,為什麼想要給設定好的非約定帳戶轉帳會被拒絕能不能不要有莫名其妙的限制？
14410,1 顆星,一直卡在讓人重覆一直無法登入都在趕時間了一直卡在那邊！
23252,1 顆星,掃碼收款的qr code 無法使用問客服說是下架了一個app功能那麼多結果卻沒有基本的功能根本廢物
18512,1 顆星,超商繳費沒辦法取得條碼那為何要有這功能？
26298,5 顆星,用過幾家網銀 app這個介面最簡單好操作
7795,1 顆星,我大概更新了天 到現在才成功
15881,5 顆星,方便快速
23953,1 顆星,一直更新是啥小
27639,1 顆星,真的超級爛 還是中信好用
4083,1 顆星,一直當機
24316,1 顆星,不懂更新幹嘛
16639,5 顆星,. vv -一 ~馕篷. 义員 ⇐
22997,1 顆星,想對比之前的app來講沒法快速登入每次返回主頁面就要再載入一次使用體驗相當的差
23232,1 顆星,拜託改善！圖形登入超級難用.. 常常自動連到其他點 更新那麼多版本 這功能也該改了
8718,1 顆星,非常難登入常常無法登入
7551,5 顆星,讚！
24053,1 顆星,"今夜要轉帳完全掛點重新安裝也是一樣！請速改善！ ps, 到了日中午：仍然無法操作！！"
17049,3 顆星,已部分繳完的不會扣除 依然顯示應繳金額 已全部繳完後又通知繳費期限快到了!! 整個亂七八糟!! 完全無法知道到底正確金額是多少!!
28171,1 顆星,已經在line本體開戶使用一段時間了想說下載app分開管理 結果登入之後也登入了帳戶資訊什麼的也都正常顯示結果按轉帳叫我先開戶 ？？？
7783,5 顆星,超方便超好用的銀行軟體
10107,5 顆星,使用起來簡單明瞭謝謝你們。smiling face with smiling eyes
19896,5 顆星,服務很好
22251,1 顆星,真的是很讓人無言的數位存款帳戶就是因為便利不用跑銀行選擇用了數位帳戶沒想到一堆功能需要臨櫃啟用那不明白開放數位存款帳戶的意義何在？此外金融卡必須臨櫃領取特別跑到銀行拿了問要不要開啟非約定轉帳功能說了需要沒想到開啟的只是金融卡的非約定轉帳功能也沒另外提醒開的只有金融卡沒有開啟數位帳戶的非約定轉帳功能我都辦了數位帳戶數位帳戶卻不能讓我非約定轉帳還得另外跑一次銀行就是因為無法配合銀行的上班時間才選擇的數位帳戶卻一堆功能無法使用那真的這個帳戶也是毫無半點用處atm分布也不廣真的是非常不便利又不實用的數位存款帳戶呢！
5757,5 顆星,好
374,1 顆星,你好 我使用國泰世華網路銀行app 為什麼都無法進入 會強制退出 之前有過一次 卸載 後重新下載可以用但過了兩個月 又沒辦法進入 點擊就閃退 求解 也已更新還是無法進入
18506,3 顆星,無法分辨數位帳戶希望能顯示在頁面上無法使用非約定轉帳的功能舊app已經搞了好久都設定好了又要重來一次真的惱人！一次到位到底困難在哪裡?綁定裝置不能使用wifi對於雙插卡非常不友善用過這麼多銀行的數位帳戶最難使用app華南永遠是第一！ 建議去參考台新＞中信＞聯邦 是怎麼設計app介面的非常人性化也不會問題一堆！
18217,5 顆星,讚
12578,5 顆星,good!
20986,1 顆星,更新後無法進入 一直出現未綁定驗證 怎愈更新愈爛
21977,1 顆星,腦袋被驢踢的人才能寫出這麼爛的appbug一大堆反映了還不修簡直是it之恥被你們的bug搞完要去網路銀行解鎖結果竟然只能用ie 八大公股銀行就你們的最爛
9676,5 顆星,方便好操作
9860,5 顆星,"系統順暢度很好,能提高使用者便利性 thumbs upthumbs up"
18902,1 顆星,我的使用代號明明只有四碼一直叫我輸入六碼以上
13140,5 顆星,很好
16292,5 顆星,使用順手方便快速也沒什麼問題出現。
19522,5 顆星,目前使用皆正常。
25937,1 顆星,垃圾
4728,1 顆星,民國幾年了還是沒辦法查詢刷卡目前為扣款的交易
30684,1 顆星,更新好久。。。。一個小時了
30320,5 顆星,很好用的軟體
15012,1 顆星,很爛的一個app突然無法登入更新還要移除重新安裝才能使用麻煩到一個極限購物要結賬突然不能用還好還有其他支付方式造成客戶的困擾
1318,5 顆星,方便快速
26109,1 顆星,app打不開
17406,1 顆星,一直說我的app版本並非從官方授權的商店下載重新下載還是一樣應該是你們的app有問題吧？
20297,5 顆星,好用很方便
2072,5 顆星,買基金和買etf投資的小工具
5314,5 顆星,快速不卡好用
28991,1 顆星,什麼毛註冊失敗說沒設定手機你是哪個步驟叫我設定？
13585,5 顆星,good
15460,1 顆星,等待已經天了不能開
13404,1 顆星,為何升級後無法使用wifi登入？請問考量為何？
9194,1 顆星,無法更新
16852,5 顆星,使用方便快速
12131,1 顆星,爛我用htc u+的手機進入app登入帳號後一使用手機的分割畫面功能馬上就登出帳號到底是app的bug還是htc的問題? （這問題似乎解決了。另看在你們這麼有誠意的回應我改給你們星會繼續用富邦app下去）
22030,5 顆星,讚
17929,5 顆星,這很好用的app
16378,1 顆星,安卓版本 打開app會閃退
19160,5 顆星,很好用
3819,5 顆星,操作直覺簡單
9867,1 顆星,app根本登不進去有夠爛
16356,1 顆星,每隔一段時間就突然跑超慢好不容易跑出登入畫面一直狂點開始生物辨識都沒動（而且當初是設定圖形密碼）切到手打帳密登入之後跑超久又跟我說系統忙線中直接登不進去氣死
220,1 顆星,一直閃退打不開
3670,5 顆星,"簡潔易懂,好操作"
17346,1 顆星,我用折疊機一直閃退
13362,1 顆星,電話也太難打通了吧每一層都先播一堆垃圾語音客人時間都不是時間？
11947,1 顆星,第一次安裝「富邦行動銀行」app到我的rog phone 一啟動就閃退。 移除安裝並重新開機後再次安裝及啟動仍一樣閃退結果。 請儘快出新修訂版來解決吧!
23559,5 顆星,不錯
22228,1 顆星,辦了好幾家數位銀行就你們家的最囉嗦還要臨櫃辦理非約定轉帳這種東西為何還要臨櫃啊辦數位帳戶不就是為了要便利才辦的搞這齣是在裝肖維這樣不就跟辦實體帳戶一樣以為每個人都吃飽沒事可以坐在你們銀行等你們那些手腳慢的跟樹懶一樣的行員辦理喔？你們上層去看一下全台合庫分行的評價吧爛成這樣還不檢討 明天打算把轉入的錢全部領出來你們這家銀行真的是糟透了
22824,1 顆星,一直登入不進去會自行跳出好幾次都是這樣能改善一下嗎？！
20106,5 顆星,使用便利系統穩定
9025,1 顆星,換手機後這個app就不能使用無法進入選項一直跳出來
17914,3 顆星,我已經寫在小簿子上帳號密碼但是改好扣後的帳號秘密還是錯誤....傻眼大小寫都打對
